participant_type,participant_id,model_name,encoding_type,maze_size,maze_shape,maze_file,timestamp,json_file,solve_success,solve_moves,solve_time,recognize_success,recognized_shape,generate_success,generate_shape,edit_distance,trial_num
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_25.npy,,,True,,,False,,False,,0.673469387755102,2.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_25.npy,,,True,,,False,,False,,0.6122448979591837,0.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_25.npy,,,True,,,False,,False,,0.673469387755102,1.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_19.npy,,,True,,,False,,False,,0.673469387755102,4.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_19.npy,,,True,,,False,,False,,0.673469387755102,3.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_19.npy,,,True,,,False,,False,,0.673469387755102,2.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_19.npy,,,True,,,False,,False,,0.7142857142857143,0.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_19.npy,,,True,,,False,,False,,0.673469387755102,1.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_18.npy,,,True,,,False,,False,,0.6122448979591837,4.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_18.npy,,,True,,,False,,False,,0.6122448979591837,3.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_18.npy,,,True,,,False,,False,,0.673469387755102,2.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_18.npy,,,True,,,False,,False,,0.673469387755102,0.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_18.npy,,,True,,,False,,False,,0.6122448979591837,1.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_24.npy,,,True,,,False,,False,,0.6326530612244898,4.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_24.npy,,,False,,,False,,False,,0.5714285714285714,3.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_24.npy,,,True,,,False,,False,,0.673469387755102,2.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_24.npy,,,False,,,False,,False,,0.5918367346938775,0.0
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,7x7_C_24.npy,,,False,,,False,,False,,0.6326530612244898,1.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,29.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,15.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,14.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,28.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,16.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,17.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,13.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,12.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,10.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,11.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,9.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,8.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,5.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,4.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,6.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,7.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,3.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,2.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,1.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,20.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,21.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,23.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,22.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,26.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,27.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,25.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,False,,0.52,19.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,18.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_0.npy,,,True,,,False,,True,,,24.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,29.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,15.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,14.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,28.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,16.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,17.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,13.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,12.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,10.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,11.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,9.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,8.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,5.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,4.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,6.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,7.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,3.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,2.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,1.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,20.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,21.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,23.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,22.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,26.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,27.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,25.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,19.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,18.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_1.npy,,,False,,,False,,False,,0.52,24.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,29.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,15.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,14.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,28.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,16.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,False,,0.52,17.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,False,,0.52,13.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,12.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,10.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,11.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,9.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,8.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,5.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,4.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,6.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,False,,0.52,7.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,3.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,False,,0.52,2.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,1.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,20.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,21.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,False,,0.52,23.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,22.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,26.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,27.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,25.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,19.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,False,,,False,,False,,0.52,18.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_3.npy,,,True,,,False,,True,,,24.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,29.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,15.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,True,,,False,,False,,0.52,14.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,28.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,16.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,17.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,13.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,12.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,True,,,False,,False,,0.52,10.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,11.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,9.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,8.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,True,,,False,,False,,0.52,5.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,4.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,6.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,7.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,True,,,False,,False,,0.52,3.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,2.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,1.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,20.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,21.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,True,,,False,,False,,0.52,23.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,True,,,False,,False,,0.52,22.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,True,,,False,,False,,0.52,26.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,27.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,25.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,19.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,18.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_2.npy,,,False,,,False,,False,,0.52,24.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,29.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,True,,,15.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,14.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,28.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,16.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,17.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,13.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,True,,,12.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,10.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,11.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,9.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,8.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,5.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,4.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,6.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,7.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,3.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,2.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,1.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,20.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,21.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,23.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,22.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,26.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,27.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,25.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,19.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,18.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,5x5_square_4.npy,,,True,,,False,,False,,0.52,24.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,29.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,15.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,True,,,False,,False,,0.64,14.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,28.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,16.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,17.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,13.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,12.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,10.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,11.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,9.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,8.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,5.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,4.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,6.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,7.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,3.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,2.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,1.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,True,,,False,,False,,0.64,20.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,21.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,23.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,22.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,26.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,5x5_cross_4.npy,,,False,,,False,,False,,0.64,27.0
