encoding_type,model_name,maze_size,maze_shape,trial_file,edit_distance
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/21.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/22.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/23.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/24.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/25.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/26.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/27.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/28.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/29.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/3.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/4.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/5.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/6.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/7.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/8.txt,0.64
matrix,anthropic,5x5,triangle,matrix_claude_results/5x5/triangle/5x5_triangle_4.npy/9.txt,0.64
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_0.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_0.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_0.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_0.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_0.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_1.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_1.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_1.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_1.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_1.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_10.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_10.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_10.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_10.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_10.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_11.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_11.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_11.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_11.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_11.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_12.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_12.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_12.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_12.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_12.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_13.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_13.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_14.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_14.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_14.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_14.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_14.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_15.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_15.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_15.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_15.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_15.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_16.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_16.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_16.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_16.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_16.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_18.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_18.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_18.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_18.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_19.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_19.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_19.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_19.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_19.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_2.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_2.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_2.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_2.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_2.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_20.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_20.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_20.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_20.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_20.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_21.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_21.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_21.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_21.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_21.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_22.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_22.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_22.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_22.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_22.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_23.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_23.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_23.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_23.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_23.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_24.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_24.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_24.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_24.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_24.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_25.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_25.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_25.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_25.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_25.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_26.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_26.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_26.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_26.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_26.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_27.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_27.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_27.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_27.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_27.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_28.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_28.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_28.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_28.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_28.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_29.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_29.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_29.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_29.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_29.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_3.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_3.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_4.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_4.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_4.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_4.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_4.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_5.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_5.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_5.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_5.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_5.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_6.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_6.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_6.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_6.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_6.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_7.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_7.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_7.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_8.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_8.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_8.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_8.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_8.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_9.npy/0.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_9.npy/1.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_9.npy/2.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_9.npy/3.txt,0.8571428571428571
matrix,anthropic,7x7,C,matrix_claude_results/7x7/C/7x7_C_9.npy/4.txt,0.8571428571428571
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_0.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_0.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_0.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_0.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_0.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_1.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_1.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_1.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_1.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_1.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_10.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_10.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_10.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_10.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_10.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_11.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_11.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_11.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_11.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_11.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_12.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_12.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_12.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_12.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_13.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_13.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_13.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_13.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_13.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_14.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_14.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_14.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_14.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_14.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_15.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_15.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_15.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_15.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_15.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_16.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_16.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_16.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_16.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_16.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_17.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_17.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_17.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_17.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_17.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_18.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_18.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_18.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_18.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_18.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_19.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_19.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_19.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_19.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_19.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_2.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_2.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_2.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_20.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_20.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_20.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_20.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_20.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_21.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_21.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_21.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_21.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_21.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_22.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_22.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_22.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_22.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_23.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_23.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_23.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_24.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_24.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_24.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_24.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_24.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_25.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_25.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_25.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_25.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_25.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_26.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_26.npy/1.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_26.npy/2.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_26.npy/3.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_26.npy/4.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_27.npy/0.txt,0.7959183673469388
matrix,anthropic,7x7,Z,matrix_claude_results/7x7/Z/7x7_Z_27.npy/2.txt,0.7959183673469388
